제품명,링크,가격,평점,등록일,스펙
삼성전자 비스포크 제트 VS20A957E3W + VR30T80313W,http://prod.danawa.com/info/?pcode=15593195&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"984,260원",4.3,2021.11.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 210W / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간(개당): 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 자동물공급 / 디스플레이표시창 / 배터리잔량표시 / 자동먼지비움 / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 틈새 / 연장툴 / 청정스테이션 / [부가] 먼지통용량: 0.5L / 색상: 미스티화이트 / 무게: 2.5kg / 액세서리크래들  / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매
샤오미 HUTT W55,http://prod.danawa.com/info/?pcode=11642435&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"154,560원",4.0,2020.09.,로봇청소기 / 유리청소 / [성능] BLDC모터 / 흡입력: 2800Pa / [기능] 리모컨 / 낙하방지로프 / [부가] 색상: 화이트 / 무게: 7kg / 크기(가로x세로x깊이): 248x76.5x248mm
니봇 JSK-17002,http://prod.danawa.com/info/?pcode=7050955&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"188,810원",4.6,2019.01.,"로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / 추락방지센서 / [성능] 사용시간(개당): 3시간11분 / 충전시간: 2시간1분 / [기능] 스마트맵핑 / 자동충전 / 음성안내 / 리모컨 / 프리볼트 / [부가] 먼지통용량: 0.2L / 색상: 화이트, 블랙, 핑크 / 무게: 3.2kg / 크기(가로x깊이): 320x85x320mm"
크레타 CRVC-1,http://prod.danawa.com/info/?pcode=6873763&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"380,000원",4.6,2018.12.,"로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / 추락방지센서 / [성능] 사용시간(개당): 1시간50분 / 충전시간: 5~6시간 / 3단계여과 / 소음: 65dB / [기능] 스마트폰제어: 원격제어 / 문턱등반 / 자동충전 / 리모컨 / 프리볼트 / [부가] 먼지통용량: 0.55L / 색상: 브라이트화이트, 헤어라인그레이 / 무게: 2.6kg / 크기(가로x세로x깊이): 325x70x325mm"
겐지아 JSK-16005,http://prod.danawa.com/info/?pcode=5452141&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"156,750원",,2017.09.,로봇청소기 / 흡입전용 / [센서] 장애물인식센서 / 추락방지센서 / IR센서 / [성능] 사용시간(개당): 60분 / 충전시간: 6시간 / [부가] 색상: 화이트 / 무게: 1.75kg / 크기(가로x세로x깊이): 290x76x290mm
아이뮤즈 클링봇W,http://prod.danawa.com/info/?pcode=16926104&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"299,000원",,2022.04.,로봇청소기 / 유리청소 / [센서] 자이로센서 / 범핑센서 / [성능] BLDC모터 / 흡입력: 2600Pa / 소음: 65dB / [기능] 리모컨 / 낙하방지로프 / [부가] 무게: 1.88kg / 크기(가로x세로x깊이): 245x80x245mm
xGkzrA65rp,/ajax/productPot.ajax.php?key=xGkzrA65rp,814554원,,,xGkzrA65rp814554
유진로봇 아이클레보 팝 YCR-M05,http://prod.danawa.com/info/?pcode=2174356&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"227,050원",,2013.08.,로봇청소기 / 흡입+걸레겸용 / [센서] IR센서 / PSD범퍼 / 범핑센서 / 엔코더범퍼 / [성능] 사용시간(개당): 2시간 / 충전시간: 1시간50분 / 소음: 58dB / [기능] 문턱등반 / 자동충전 / 리모컨 / 프리볼트 / [부가] 색상: 블랙 / 무게: 2.75kg / 패드: 초극세사 / 크기(가로x세로x깊이): 350x89x350mm
닌샵 3세대 로봇청소기,http://prod.danawa.com/info/?pcode=13874537&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"36,500원",3.3,2021.04.,로봇청소기 / 흡입전용 / [성능] 사용시간(개당): 1시간 / [부가] 색상: 블랙 / 크기(가로x세로x깊이): 180x65x180mm
에코백스 디봇 오즈모 T8,http://prod.danawa.com/info/?pcode=13583603&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"616,600원",4.6,2021.03.,"로봇청소기 / 흡입+걸레겸용 / [센서] ToF센서 / 장애물인식센서 / 추락방지센서 / [성능] 흡입력: 1500Pa / 사용시간(개당): 3시간 / 충전시간: 6시간30분 / 3단계여과 / 소음: 67dB / [기능] 스마트폰제어: 원격제어, 금지구역 / 스마트맵핑 / 카펫인지 / 자동충전 / 음성안내 / [스테이션] 자동먼지비움 / 먼지용량: 2.5L / [부가] 먼지통용량: 0.42L / 물통용량: 0.24L / 무게: 4.6kg / 크기(가로x세로x깊이): 353x93.6x353mm"
슈맥스 제로 JYW-SDI01,http://prod.danawa.com/info/?pcode=12494696&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"284,050원",,2020.10.,로봇청소기 / 흡입+걸레겸용 / [성능] 흡입력: 1000Pa / 사용시간(개당): 1시간 / 충전시간: 3시간 / 소음: 55dB / [부가] 먼지통용량: 0.4L / 색상: 블랙 / 크기(가로x세로x깊이): 300x75x300mm
매직쉐프 MERC-KX500W,http://prod.danawa.com/info/?pcode=11348640&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"192,400원",4.6,2020.05.,로봇청소기 / 흡입+걸레겸용 / [성능] 흡입력: 2000Pa / 사용시간(개당): 2시간 / 충전시간: 6시간 / 헤파필터 / 3단계여과 / 소음: 65dB / [기능] 문턱등반 / 자동충전 / 음성안내 / 리모컨 / [부가] 먼지통용량: 0.6L / 물통용량: 0.35L / 색상: 화이트 / 무게: 3kg / 크기(가로x세로x깊이): 330x78x330mm
제크롤 제이봇 JK-950,http://prod.danawa.com/info/?pcode=10459629&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"371,680원",5.0,2020.01.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 장애물인식센서 / 추락방지센서 / PSD범퍼 / [성능] BLDC모터 / 사용시간(개당): 1시간40분 / 충전시간: 5시간 / 헤파필터 / 3단계여과 / 소음: 65dB / [기능] 스마트폰제어: 원격제어, 금지구역 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 자기위치메모리 / 리모컨 / 프리볼트 / [부가] 먼지통용량: 0.45L / 물통용량: 0.12L / 색상: 브라운 / 무게: 3.5kg / 크기(가로x세로x깊이): 335x102x335mm"
삼성전자 비스포크 제트 VS20B956AXG + VR30T80313C,http://prod.danawa.com/info/?pcode=16764266&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"898,710원",,2022.04.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 220W / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간(개당): 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 자동물공급 / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / IoT기능 / 자동먼지비움 / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 청정스테이션 / [부가] 먼지통용량: 0.5L / 색상: 페블그레이 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매
슈어 SURE-RO8,http://prod.danawa.com/info/?pcode=13303388&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"45,590원",4.0,2021.02.,로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / [성능] 흡입력: 1800Pa / 사용시간(개당): 1시간30분 / 충전시간: 3시간 / 소음: 50dB / [부가] 먼지통용량: 0.4L / 색상: 화이트 / 무게: 0.58kg / 크기(가로x세로x깊이): 258x68x258mm
샤오미 미지아 ZDG300,http://prod.danawa.com/info/?pcode=9834444&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"277,300원",2.6,2020.01.,"로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / 추락방지센서 / [성능] 사용시간(개당): 2시간 / 충전시간: 3시간 / [기능] 스마트폰제어: 원격제어, 이동동선확인 / 스마트맵핑 / 자동충전 / [부가] 물통용량: 0.24L / 색상: 화이트 / 크기(가로x세로x깊이): 320x80.5x320mm"
필립스 FC8792/01,http://prod.danawa.com/info/?pcode=5323954&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"487,100원",4.4,2017.07.,로봇청소기 / 흡입전용 / [성능] 흡입력: 600Pa / 사용시간(개당): 1시간45분 / 충전시간: 4시간 / [기능] 자동충전 / 리모컨 / 프리볼트 / [부가] 먼지통용량: 0.4L / 색상: 다크로얄블루 / 무게: 2kg / 크기(가로x세로x깊이): 300x58.5x300mm
다쓱싹 ES28,http://prod.danawa.com/info/?pcode=12479036&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"42,630원",4.0,2020.10.,로봇청소기 / 흡입+걸레겸용 / [성능] 사용시간(개당): 1시간30분 / 소음: 60dB / [부가] 색상: 화이트
프레보 JSK-17003,http://prod.danawa.com/info/?pcode=5227189&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"175,000원",4.5,2017.06.,"로봇청소기 / 흡입전용 / [센서] 추락방지센서 / 2단계여과 / [기능] 리모컨 / 프리볼트 / [부가] 색상: 블랙, 화이트, 핑크 / 무게: 1.75kg / 크기(가로x세로x깊이): 290x76x290mm"
Explorer ES300,http://prod.danawa.com/info/?pcode=14891048&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"28,950원",4.0,2021.08.,로봇청소기 / 흡입+걸레겸용 / [성능] 흡입력: 1000Pa / 사용시간(개당): 1시간30분 / 충전시간: 3시간 / 스마트맵핑 / [부가] 먼지통용량: 0.45L / 무게: 0.88kg / 크기(가로x세로x깊이): 300x70x300mm
아이로봇 Roomba i3+ + 브라바젯 M6,http://prod.danawa.com/info/?pcode=14093666&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,259,340원",5.0,2021.05.,"로봇청소기+로봇청소기세트 / 흡입전용+걸레전용 / [센서] 추락방지센서 / [성능] 사용시간(개당): 1시간15분 / 충전시간: 1시간30분 / [기능] 스마트폰제어: 원격제어, 이동동선확인, 스마트페어링 / 문턱등반 / 자동충전 / 음성인식 / 프리볼트 / [스테이션] 자동먼지비움 / [부가] 색상: 블랙 / ※ 상품 옵션 확인 후 구매"
로얄민스터 RMA-RC1200C,http://prod.danawa.com/info/?pcode=10920783&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"129,000원",,2020.03.,로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / [성능] 흡입력: 1800Pa / 사용시간(개당): 1시간30분 / 충전시간: 3시간 / 소음: 50dB / [부가] 먼지통용량: 0.4L / 색상: 화이트 / 무게: 0.58kg / 크기(가로x세로x깊이): 258x68x258mm
삼성전자 파워봇 VR20M7050WS,http://prod.danawa.com/info/?pcode=4964309&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"882,800원",4.6,2017.03.,로봇청소기 / 흡입전용 / [센서] 카메라1개 / [성능] 사용시간(개당): 1시간30분 / 충전시간: 2시간40분 / 소음: 77dB / [기능] 카펫인지 / 리모컨 / [부가] 먼지통용량: 0.3L / 색상: 사틴티타늄 / 무게: 4.3kg / 크기(가로x세로x깊이): 340x97x348mm
LG전자 코드제로 ThinQ R9 R961IA + M971I,http://prod.danawa.com/info/?pcode=16564559&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,327,500원",,2022.03.,"로봇청소기+로봇청소기세트 / 흡입전용+걸레전용 / [센서] 카메라1개 / 3D센서 / 추락방지센서 / 범핑센서 / [성능] 스마트인버터모터 / 사용시간(개당): 1시간30분 / 충전시간: 4시간 / 헤파필터 / 5단계여과 / 소음: 55dB / [기능] 스마트폰제어: 원격제어, 금지구역, 실시간영상 / 스마트맵핑 / 문턱등반 / 카펫인지 / 음성인식 / 리모컨 / [부가] 색상: 아이언그레이 / 무게: 4.2kg / 크기(가로x세로x깊이): 286x143x330mm / ※ 상품 옵션 확인 후 구매"
좋은생활지웰 GBOT-707,http://prod.danawa.com/info/?pcode=7721530&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"259,000원",4.5,2019.04.,"로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / 추락방지센서 / [성능] BLDC모터 / 사용시간(개당): 2시간30분 / 충전시간: 5시간 / 헤파필터 / 소음: 55dB / [기능] 스마트폰제어: 원격제어 / 문턱등반 / 자동충전 / 리모컨 / [부가] 먼지통용량: 0.35L / 물통용량: 0.35L / 색상: 블랙, 화이트 / 무게: 3kg / 크기(가로x세로x깊이): 305x75x300mm"
티웨이 아이센스 플러스 HAF-HC260,http://prod.danawa.com/info/?pcode=4999212&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"154,850원",4.4,2017.03.,로봇청소기 / 걸레전용 / [센서] 추락방지센서 / [성능] 사용시간(개당): 1시간30분 / 충전시간: 2시간 / [기능] 리모컨 / [부가] 물통용량: 0.15L / 무게: 1.7kg / 패드: 분섬사 / 크기(가로x세로x깊이): 260x126x260mm
삼성전자 비스포크 제트 VS20B957F5E + VR30T85514C,http://prod.danawa.com/info/?pcode=16866869&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"2,095,000원",,2022.04.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 220W / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간(개당): 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 자동물공급 / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / IoT기능 / 자동먼지비움 / [구성] 바닥 / 물걸레 / 펫 / 솔형 / 틈새 / 연장툴 / 청정스테이션 / [부가] 먼지통용량: 0.5L / 색상: 산토리니베이지 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매
유진로봇 아이클레보 지니 G5 프라임 YCR-M09-22A,http://prod.danawa.com/info/?pcode=14728370&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"292,920원",4.5,2021.07.,"로봇청소기 / 흡입+걸레겸용 / [센서] 자이로센서 / 장애물인식센서 / 추락방지센서 / [성능] 사용시간(개당): 1시간40분 / 충전시간: 5시간 / 3단계여과 / 소음: 56.8dB / 스마트폰제어: 원격제어, 금지구역, 이동동선확인 / 스마트맵핑 / 문턱등반 / 자동충전 / 음성안내 / 리모컨 / [부가] 먼지통용량: 0.23L / 물통용량: 0.22L / 색상: 샤이닝블랙 / 무게: 2.3kg / 크기(가로x세로x깊이): 335x79x335mm"
보아르 RB써클린,http://prod.danawa.com/info/?pcode=13360889&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"254,000원",4.7,2021.02.,"로봇청소기 / 흡입+걸레겸용 / [센서] 자이로센서 / 장애물인식센서 / 추락방지센서 / [성능] BLDC모터 / 사용시간(개당): 2시간 / 충전시간: 5시간 / 헤파필터 / 3단계여과 / [기능] 스마트폰제어: 원격제어, 금지구역, 이동동선확인 / 문턱등반 / 자동충전 / 리모컨 / [부가] 먼지통용량: 0.3L / 물통용량: 0.3L / 색상: 화이트 / 무게: 3.2kg / 크기(가로x세로x깊이): 323.8x71.3x325.1mm"
로보락 T7,http://prod.danawa.com/info/?pcode=12264701&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"589,000원",,2020.09.,"로봇청소기 / 흡입+걸레겸용 / [성능] 흡입력: 2500Pa / 사용시간(개당): 2시간30분 / 소음: 67dB / [기능] 스마트폰제어: 원격제어, 금지구역, 다층맵핑지원 / 스마트맵핑 / 문턱등반 / 카펫인지 / 음성인식 / [부가] 먼지통용량: 0.46L / 물통용량: 0.297L / 색상: 화이트 / 무게: 3.7kg / 크기(가로x세로x깊이): 353x96.5x350mm"
엠지텍 시크릿봇,http://prod.danawa.com/info/?pcode=9476475&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"247,000원",1.0,2019.09.,로봇청소기 / 걸레전용 / [센서] 장애물인식센서 / 추락방지센서 / 사용시간(개당): 6시간30분 / [기능] 자동충전 / 리모컨 / [부가] 무게: 1.84kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 248x85x225mm
에코백스 디봇 N79S,http://prod.danawa.com/info/?pcode=5749418&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"347,850원",,2017.12.,로봇청소기 / 흡입전용 / [센서] 추락방지센서 / [성능] 사용시간(개당): 1시간40분 / 충전시간: 4~5시간 / 헤파필터 / 소음: 64dB / [기능] 스마트폰제어: 원격제어 / 자동충전 / 리모컨 / [부가] 먼지통용량: 0.3L / 색상: 블랙 / 무게: 3kg / 100~120V / 변환어댑터: 필요 / 크기(가로x세로x깊이): 334x78x334mm
아이룸 ACT-007,http://prod.danawa.com/info/?pcode=5368105&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"262,380원",,2017.07.,"로봇청소기 / 흡입전용 / [센서] 장애물인식센서 / 추락방지센서 / [성능] 흡입력: 600Pa / 사용시간(개당): 2시간 / 충전시간: 4~5시간 / 헤파필터 / 소음: 50dB / [기능] 자동충전 / 리모컨 / [부가] 먼지통용량: 0.3L / 색상: 블랙, 화이트 / 무게: 3.2kg / 크기(가로x세로x깊이): 340x92x340mm"
아이로봇 Roomba j7+,http://prod.danawa.com/info/?pcode=16933178&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,174,510원",,2022.04.,"로봇청소기 / 흡입전용 / [센서] 카메라1개 / 추락방지센서 / 범핑센서 / [성능] 사용시간(개당): 1시간10분 / 충전시간: 1시간30분 / [기능] 스마트폰제어: 원격제어, 금지구역 / 스마트맵핑 / 문턱등반 / 자동충전 / 자기위치메모리 / [스테이션] 자동먼지비움 / [부가] 색상: 블랙 / 무게: 3.4kg / LED라이트 / 크기(가로x세로x깊이): 339x87x339mm"
LG전자 코드제로 ThinQ R9 R961IA + M970I,http://prod.danawa.com/info/?pcode=14783132&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,521,860원",4.7,2021.07.,"로봇청소기+로봇청소기세트 / 흡입전용+걸레전용 / [센서] 카메라1개 / 3D센서 / 추락방지센서 / 범핑센서 / [성능] 스마트인버터모터 / 사용시간(개당): 1시간30분 / 충전시간: 4시간 / 헤파필터 / 5단계여과 / 소음: 55dB / [기능] 스마트폰제어: 원격제어, 금지구역, 실시간영상 / 스마트맵핑 / 문턱등반 / 카펫인지 / 음성인식 / 리모컨 / [부가] 색상: 아이언그레이 / 무게: 4.2kg / 크기(가로x세로x깊이): 286x143x330mm / ※ 상품 옵션 확인 후 구매"
썬맨2,http://prod.danawa.com/info/?pcode=10366023&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"76,890원",,2020.02.,로봇청소기 / 흡입전용 / [성능] 사용시간(개당): 3시간 / 충전시간: 1시간30분 / [기능] UV살균 / [부가] 색상: 화이트 / 무게: 0.39kg / 크기(가로x세로x깊이): 160x50x160mm
일렉트로룩스 퓨어 i9 PI91-5SGM,http://prod.danawa.com/info/?pcode=5479655&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,500,000원",4.5,2017.09.,로봇청소기 / 흡입전용 / [센서] 카메라1개 / [성능] 사용시간(개당): 1시간 / 충전시간: 3시간 / 소음: 75dB / [기능] 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 자기위치메모리 / [부가] 먼지통용량: 0.7L / 색상: 셰일그레이사틴 / 무게: 2.5kg / 3D비전시스템 / 크기(가로x세로x깊이): 412x135x404.5mm
스마트클린 로봇 청소기,http://prod.danawa.com/info/?pcode=5626769&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"20,810원",3.4,2017.08.,"로봇청소기 / 흡입전용 / [성능] 충전시간: 3시간 / 소음: 40dB / [부가] 색상: 블랙, 화이트 / 크기(가로x세로x깊이): 180x65x180mm"
삼성전자 비스포크 제트 VS20B957G5U + VR50T95936C,http://prod.danawa.com/info/?pcode=16856393&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"2,414,000원",,2022.04.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 220W / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간(개당): 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 자동물공급 / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / IoT기능 / 자동먼지비움 / [구성] 바닥 / 물걸레 / 펫 / 침구 / 솔형 / 틈새 / 연장툴 / 청정스테이션 / [부가] 먼지통용량: 0.5L / 색상: 모닝블루 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매
Isweep S210,http://prod.danawa.com/info/?pcode=14748857&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"33,410원",,2021.07.,로봇청소기 / 흡입전용 / [성능] 흡입력: 2000Pa / 헤파필터 / [부가] 색상: 화이트 / 크기(가로x세로x깊이): 270x60x270mm
유진로봇 아이클레보 지니 G5 PRO YCR-M09-20A,http://prod.danawa.com/info/?pcode=14646824&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"397,990원",4.5,2021.07.,"로봇청소기 / 흡입+걸레겸용 / [센서] 자이로센서 / 장애물인식센서 / 추락방지센서 / [성능] 사용시간(개당): 1시간40분 / 충전시간: 5시간 / 3단계여과 / 소음: 56.8dB / 스마트폰제어: 원격제어, 금지구역, 이동동선확인 / 스마트맵핑 / 문턱등반 / 자동충전 / 음성안내 / 리모컨 / [부가] 먼지통용량: 0.23L / 물통용량: 0.22L / 색상: 샤이닝블랙 / 무게: 2.3kg / 크기(가로x세로x깊이): 335x79x335mm"
미디어 i5C,http://prod.danawa.com/info/?pcode=13061444&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"299,000원",4.8,2021.01.,로봇청소기 / 흡입+걸레겸용 / [센서] 자이로센서 / 장애물인식센서 / 추락방지센서 / [성능] BLDC모터 / 흡입력: 4000Pa / 사용시간(개당): 2시간 / 3단계여과 / [기능] 스마트폰제어: 원격제어 / 문턱등반 / 자동충전 / 리모컨 / 프리볼트 / [부가] 먼지통용량: 0.45L / 물통용량: 0.25L / 색상: 블랙 / 무게: 3.5kg / 크기(가로x세로x깊이): 340x90x340mm
아이라이프 W400,http://prod.danawa.com/info/?pcode=8997332&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"464,060원",5.0,2019.08.,로봇청소기 / 걸레전용 / [센서] 장애물인식센서 / 추락방지센서 / [성능] 사용시간(개당): 1시간20분 / 충전시간: 5시간 / 4단계여과 / [기능] 프리볼트 / [부가] 물통용량: 0.85L / 무게: 3.3kg / 크기(가로x세로x깊이): 292x118x282mm
캔즈 V8,http://prod.danawa.com/info/?pcode=6499764&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"135,860원",4.1,2018.10.,"로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / 추락방지센서 / IR센서 / [성능] 흡입력: 1200Pa / 사용시간(개당): 1시간30분~2시간 / 충전시간: 2~3시간 / 헤파필터 / 4단계여과 / 소음: 60dB / [기능] 문턱등반 / 자동충전 / 음성안내 / 리모컨 / 프리볼트 / [부가] 먼지통용량: 0.6L / 색상: 블랙, 화이트 / 무게: 3.3kg / 크기(가로x세로x깊이): 340x85x340mm"
오토모 JYW-ATM02,http://prod.danawa.com/info/?pcode=12461354&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"89,000원",5.0,2020.10.,로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / [성능] 흡입력: 1500Pa / 사용시간(개당): 1시간30분 / 소음: 55dB / [부가] 먼지통용량: 0.4L / 색상: 화이트 / 무게: 0.8kg / 크기(가로x세로x깊이): 300x75x300mm
비스카 HNZ-R5000VC,http://prod.danawa.com/info/?pcode=6581209&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"43,240원",5.0,2018.11.,로봇청소기 / 흡입전용 / [센서] 장애물인식센서 / [성능]  크기(가로x세로x깊이): 200x65x200mm
에코백스 디봇 슬림2 DA5G,http://prod.danawa.com/info/?pcode=5883237&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"199,900원",4.5,2018.02.,로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / 추락방지센서 / IR센서 / [성능] 사용시간(개당): 1시간50분 / 충전시간: 4시간 / 3단계여과 / 소음: 60dB / [기능] 스마트폰제어: 원격제어 / 문턱등반 / 자동충전 / 리모컨 / 프리볼트 / [부가] 무게: 2.2kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 310x57x310mm
